Date,Price,Open,High,Low,Vol.,Change %,Vol_clean
2020-12-28,149.49,149.9,150.63,149.2,17.52K,0.21%,17520.0
2020-12-23,149.18,148.85,149.44,148.14,14.03K,0.14%,14030.0
2020-12-22,148.97,148.76,149.38,148.38,16.10K,-0.41%,16100.000000000002
2020-12-21,149.58,150.98,151.25,148.24,11.37K,-0.04%,11370.0
2020-12-18,149.64,149.15,149.87,148.86,18.28K,-0.01%,18280.0
2020-12-17,149.66,148.86,150.22,148.72,14.12K,1.16%,14120.0
2020-12-16,147.94,148.19,148.57,147.43,18.26K,0.14%,18260.0
2020-12-15,147.74,147.45,148.26,147.33,4.79K,1.10%,4790.0
2020-12-14,146.13,146.56,146.77,145.49,7.56K,-1.20%,7560.0
2020-12-11,147.9,146.96,148.06,146.38,13.77K,0.46%,13770.0
2020-12-10,147.22,147.64,147.9,146.98,12.71K,-0.96%,12710.0
2020-12-09,148.65,149.02,149.5,147.81,8.83K,-0.87%,8830.0
2020-12-08,149.96,149.7,150.06,149.19,7.47K,0.44%,7470.0
2020-12-07,149.3,147.42,149.61,146.5,9.14K,1.71%,9140.0
2020-12-04,146.79,146.98,147.67,146.41,10.71K,0.29%,10710.0
2020-12-03,146.36,147.56,147.68,145.97,24.35K,-0.39%,24350.0
2020-12-02,146.94,146.14,147.63,145.97,11.31K,0.57%,11310.0
2020-12-01,146.11,145.46,147.02,145.32,24.10K,0.84%,24100.0
2020-11-30,144.89,144.53,144.89,143.2,40.46K,-0.26%,40460.0
2020-11-27,145.27,147.45,147.52,144.16,23.86K,-1.69%,23860.0
2020-11-26,147.76,147.86,148.27,147.58,16.64K,-0.03%,16640.0
2020-11-25,147.8,147.74,148.23,147.62,20.17K,0.12%,20170.0
2020-11-24,147.63,149.85,149.95,147.5,29.78K,-2.06%,29780.0
2020-11-23,150.73,153.38,153.43,150.73,14.90K,-1.84%,14900.0
2020-11-20,153.55,152.84,153.74,152.65,10.16K,0.61%,10160.0
2020-11-19,152.62,152.81,153.17,152.43,16.18K,-0.90%,16180.0
2020-11-18,154.0,153.94,154.31,152.68,16.80K,-0.38%,16800.0
2020-11-17,154.59,154.78,154.85,154.34,10.05K,-0.53%,10050.0
2020-11-16,155.41,155.04,155.43,153.41,11.42K,-0.04%,11420.0
2020-11-13,155.47,154.65,155.75,154.31,6.22K,0.63%,6220.0
2020-11-12,154.49,154.18,154.87,153.61,6.93K,0.36%,6930.0
2020-11-11,153.94,154.5,155.19,153.59,10.74K,-0.59%,10740.0
2020-11-10,154.85,155.15,155.16,154.1,9.59K,1.56%,9590.0
